t,i,j,k,v,q
2022,724,20,970690,5.606,        0.100
2022,724,32,970690,0.909,        0.004
2022,724,36,970610,67.05,        0.061
2022,724,36,970690,51.525,        0.038
2022,724,40,970610,0.236,        0.001
2022,724,40,970690,7.762,        0.018
2022,724,56,970690,9.321,        0.036
2022,724,100,970690,1.167,        0.002
2022,724,124,970610,10.775,        0.186
2022,724,124,970690,12.959,        0.027
2022,724,152,970690,1.913,        0.007
2022,724,156,970610,2.799,        0.001
2022,724,156,970690,147.067,        3.628
2022,724,170,970690,5.193,        0.141
2022,724,188,970610,1.309,           NA
2022,724,188,970690,12.334,        0.450
2022,724,191,970690,2.438,        0.005
2022,724,196,970690,0.993,        0.002
2022,724,203,970690,6.433,        0.016
2022,724,208,970690,6.489,        0.202
2022,724,233,970690,0.786,        0.002
2022,724,246,970690,2.152,        0.006
2022,724,251,970610,100.873,        0.560
2022,724,251,970690,91.819,        0.727
2022,724,276,970610,19.918,        0.079
2022,724,276,970690,47.935,        0.067
2022,724,300,970690,1.596,        0.027
2022,724,320,970690,0.989,        0.001
2022,724,344,970610,1.509,           NA
2022,724,344,970690,21.868,        0.009
2022,724,348,970690,4.395,        0.011
2022,724,360,970690,0.137,           NA
2022,724,368,970610,0.23,           NA
2022,724,372,970610,1.421,        0.001
2022,724,372,970690,19.947,        0.040
2022,724,376,970610,4.926,        0.007
2022,724,376,970690,0.632,        0.002
2022,724,380,970610,0.202,        0.001
2022,724,380,970690,5.988,        0.005
2022,724,392,970690,1.312,        0.002
2022,724,410,970690,13.671,        0.004
2022,724,440,970690,1.031,        0.002
2022,724,442,970690,0.869,        0.002
2022,724,446,970610,7.72,        0.001
2022,724,446,970690,14.909,        0.002
2022,724,470,970690,1.46,        0.004
2022,724,484,970690,7.011,        0.015
2022,724,490,970610,22.49,        0.102
2022,724,490,970690,11.087,        0.010
2022,724,504,970610,421.43,        1.850
2022,724,528,970610,20.323,        0.045
2022,724,528,970690,17.808,        0.041
2022,724,554,970690,2.648,        0.004
2022,724,579,970610,1.393,        0.008
2022,724,579,970690,2.471,        0.029
2022,724,591,970690,1.599,        0.020
2022,724,604,970690,3.816,        0.008
2022,724,616,970690,3.772,        0.008
2022,724,620,970690,8.656,        0.047
2022,724,642,970690,5.725,        0.014
2022,724,643,970610,0.46,           NA
2022,724,699,970690,0.168,        0.001
2022,724,702,970610,2.633,           NA
2022,724,702,970690,2.803,        0.014
2022,724,703,970690,1.667,        0.004
2022,724,704,970690,949.19,        0.003
2022,724,705,970690,1.937,        0.005
2022,724,710,970690,1.88,        0.226
2022,724,752,970690,2.613,        0.006
2022,724,757,970610,100.704,        0.162
2022,724,757,970690,115.839,        0.116
2022,724,784,970610,126.366,        0.500
2022,724,784,970690,78.369,        0.281
2022,724,804,970690,0.106,           NA
2022,724,826,970610,682.836,        0.547
2022,724,826,970690,543.667,        6.925
2022,724,842,970610,1383.197,        1.611
2022,724,842,970690,2283.892,       69.186
2022,724,858,970690,2.89,           NA
