t,i,j,k,v,q
2022,32,40,970690,1.139,        0.001
2022,32,76,970690,0.728,        0.153
2022,32,124,970690,0.174,           NA
2022,32,203,970690,0.197,        0.001
2022,32,251,970610,3.313,        0.002
2022,32,251,970690,48.717,        0.141
2022,32,276,970690,1.324,        0.003
2022,32,348,970610,0.192,           NA
2022,32,398,970690,10.052,        0.011
2022,32,528,970690,0.036,        0.001
2022,32,752,970690,0.178,        0.003
2022,32,826,970690,260.787,        4.999
2022,32,842,970610,159.839,       40.315
2022,32,842,970690,482.639,       13.774
