t,i,j,k,v,q
2022,124,40,970610,6.531,           NA
2022,124,56,970610,1.673,        0.025
2022,124,156,970610,22.358,           NA
2022,124,203,970610,0.637,        0.002
2022,124,208,970610,0.187,        0.003
2022,124,251,970610,7.324,        0.004
2022,124,276,970610,0.769,        0.002
2022,124,344,970610,21.513,           NA
2022,124,372,970610,0.377,           NA
2022,124,380,970610,1.02,        0.004
2022,124,392,970610,31.744,           NA
2022,124,528,970610,0.615,        0.004
2022,124,724,970610,4.289,        0.028
2022,124,752,970610,0.19,           NA
2022,124,757,970610,24.541,           NA
2022,124,826,970610,396.453,        0.412
2022,124,842,970610,2972.989,      185.457
