t,i,j,k,v,q
2022,792,36,970610,5.796,           NA
2022,792,36,970690,4.574,           NA
2022,792,40,970690,0.148,           NA
2022,792,124,970610,22.157,           NA
2022,792,124,970690,102.729,           NA
2022,792,156,970610,45.689,        0.010
2022,792,246,970690,0.752,        0.009
2022,792,251,970610,4.026,        0.008
2022,792,251,970690,355.311,        0.109
2022,792,276,970610,165.045,        0.062
2022,792,276,970690,105.494,        0.213
2022,792,372,970690,19.937,        0.041
2022,792,380,970610,2.175,        0.032
2022,792,380,970690,7.58,        0.140
2022,792,392,970690,25.62,        0.086
2022,792,410,970690,5.301,        0.001
2022,792,414,970690,11.788,           NA
2022,792,490,970690,0.02,        0.003
2022,792,528,970690,0.031,        0.001
2022,792,579,970690,0.721,        0.005
2022,792,620,970690,6.491,        0.001
2022,792,702,970690,0.439,           NA
2022,792,724,970610,2.746,        0.001
2022,792,724,970690,22.726,        0.019
2022,792,752,970690,5.795,        0.093
2022,792,757,970610,127.119,        0.009
2022,792,757,970690,85.946,        0.037
2022,792,784,970610,161.118,        0.050
2022,792,784,970690,186.723,        8.541
2022,792,826,970610,832.606,        0.371
2022,792,826,970690,314.181,        0.942
2022,792,842,970610,0.664,        0.001
2022,792,842,970690,1733.014,       91.459
