t,i,j,k,v,q
2022,344,36,970610,13.765,           NA
2022,344,36,970690,2479.243,           NA
2022,344,40,970610,6.209,        0.002
2022,344,40,970690,296.921,        0.215
2022,344,56,970610,2185.922,        0.944
2022,344,56,970690,110.59,        0.070
2022,344,124,970610,0.15,           NA
2022,344,124,970690,12.491,           NA
2022,344,156,970610,1049.899,           NA
2022,344,156,970690,17.488,        0.159
2022,344,208,970690,3.363,        0.022
2022,344,251,970610,366.072,        0.088
2022,344,251,970690,2260.417,        0.532
2022,344,276,970690,0.345,        0.005
2022,344,348,970690,0.713,        0.002
2022,344,372,970690,13.991,           NA
2022,344,376,970610,19.039,           NA
2022,344,380,970610,19.173,           NA
2022,344,380,970690,22.116,        0.094
2022,344,392,970610,10898.748,           NA
2022,344,392,970690,373.528,           NA
2022,344,410,970690,4.788,        0.020
2022,344,446,970610,68.825,           NA
2022,344,446,970690,1040.474,           NA
2022,344,458,970690,12.067,           NA
2022,344,490,970610,35600.198,           NA
2022,344,490,970690,147.415,           NA
2022,344,528,970610,482.32,        0.020
2022,344,528,970690,85.294,        0.643
2022,344,620,970690,3.825,        0.040
2022,344,702,970610,3.219,        0.001
2022,344,702,970690,195.307,        0.002
2022,344,710,970610,3.057,           NA
2022,344,724,970690,70.042,        0.562
2022,344,757,970610,157.268,        0.042
2022,344,757,970690,6540.168,        0.639
2022,344,764,970690,11.952,           NA
2022,344,784,970690,809.564,           NA
2022,344,826,970610,1058.014,        0.333
2022,344,826,970690,1654.81,       13.015
2022,344,842,970610,68.047,        0.247
2022,344,842,970690,5341.076,        7.426
