t,i,j,k,v,q
2022,233,36,970690,18.441,        0.001
2022,233,344,970690,2.907,        0.001
2022,233,376,970690,0.529,        0.008
2022,233,528,970610,0.064,           NA
2022,233,528,970690,0.001,           NA
2022,233,643,970690,507.854,       11.769
2022,233,757,970690,1.706,        0.002
2022,233,784,970690,70.429,        0.159
2022,233,826,970610,12.874,        0.006
2022,233,826,970690,0.325,        0.002
2022,233,842,970610,16.541,        0.004
2022,233,842,970690,31.372,        0.023
2022,233,860,970690,1.587,        0.041
