t,i,j,k,v,q
2022,752,36,970610,3.065,        0.017
2022,752,36,970690,113.437,        0.733
2022,752,40,970690,4.753,        0.017
2022,752,76,970690,2.521,        0.050
2022,752,124,970690,26.777,        0.146
2022,752,156,970610,4.153,        0.023
2022,752,156,970690,106.582,        0.593
2022,752,208,970690,4.897,        0.160
2022,752,251,970610,6.883,        0.010
2022,752,251,970690,5.981,        0.009
2022,752,344,970610,56.653,        0.315
2022,752,344,970690,137.805,        2.098
2022,752,352,970690,15.226,        0.175
2022,752,360,970610,0.494,        0.003
2022,752,360,970690,0.89,        0.010
2022,752,376,970610,0.989,        0.005
2022,752,376,970690,8.673,        0.176
2022,752,380,970690,0.424,        0.015
2022,752,392,970610,13.249,        0.074
2022,752,392,970690,87.408,        0.170
2022,752,410,970610,0.099,        0.001
2022,752,410,970690,23.037,        0.126
2022,752,422,970690,0.099,        0.001
2022,752,446,970690,32.726,        0.376
2022,752,458,970690,2.076,        0.024
2022,752,484,970690,1.483,        0.017
2022,752,490,970610,0.395,        0.002
2022,752,490,970690,13.941,        0.160
2022,752,528,970610,1.187,        0.003
2022,752,554,970610,1.402,           NA
2022,752,554,970690,1.56,        0.028
2022,752,579,970610,22.655,        0.350
2022,752,579,970690,222.364,        5.922
2022,752,634,970690,1.879,        0.022
2022,752,643,970690,5.042,        0.058
2022,752,682,970690,1.285,        0.015
2022,752,702,970690,10.268,        0.042
2022,752,704,970610,0.395,        0.002
2022,752,704,970690,3.164,        0.036
2022,752,757,970610,0.494,        0.003
2022,752,757,970690,126.979,        0.270
2022,752,764,970690,2.472,        0.028
2022,752,792,970690,10.744,        0.029
2022,752,804,970690,10.777,        0.124
2022,752,826,970610,154.329,        0.440
2022,752,826,970690,1216.311,       45.096
2022,752,842,970610,1086.554,        3.068
2022,752,842,970690,2395.905,       38.177
