t,i,j,k,v,q
2022,246,124,970690,0.006,        0.001
2022,246,251,970610,51.171,        2.420
2022,246,276,970690,4.068,        0.010
2022,246,392,970690,0.274,        0.017
2022,246,528,970610,0.263,        0.001
2022,246,528,970690,0.001,           NA
2022,246,579,970610,0.431,        0.020
2022,246,579,970690,1.17,        0.001
2022,246,643,970610,11.201,        0.030
2022,246,643,970690,27.247,        7.019
2022,246,699,970690,0.274,        0.017
2022,246,702,970690,0.274,        0.013
2022,246,757,970610,15.145,        0.001
2022,246,757,970690,1.755,        0.006
2022,246,826,970690,8.491,        0.026
2022,246,842,970690,32.908,        0.246
