t,i,j,k,v,q
2022,579,40,970610,1.797,        0.010
2022,579,40,970690,2.334,        0.001
2022,579,56,970690,28.604,        0.003
2022,579,124,970690,8.153,           NA
2022,579,156,970690,3.342,        0.015
2022,579,196,970610,0.603,        0.001
2022,579,208,970610,7.029,        0.151
2022,579,208,970690,6.727,        0.034
2022,579,233,970690,12.814,        0.050
2022,579,246,970690,0.243,        0.002
2022,579,251,970610,5.956,        0.006
2022,579,251,970690,10.841,        0.059
2022,579,276,970610,8.094,        0.009
2022,579,276,970690,21.579,        0.104
2022,579,344,970610,1.17,        0.002
2022,579,344,970690,5.201,        0.002
2022,579,376,970690,1.0,           NA
2022,579,380,970690,14.181,        0.087
2022,579,410,970690,2.261,        0.020
2022,579,428,970690,2.397,        0.001
2022,579,446,970690,3.511,        0.001
2022,579,528,970610,3.016,        0.012
2022,579,528,970690,9.209,        0.016
2022,579,554,970690,222.301,           NA
2022,579,702,970690,1.118,        0.001
2022,579,752,970610,8.661,        0.135
2022,579,752,970690,16.971,        0.184
2022,579,757,970610,10.012,        0.010
2022,579,757,970690,6.672,        0.006
2022,579,826,970610,105.696,        0.001
2022,579,826,970690,291.487,        0.065
2022,579,842,970610,18.72,        0.005
2022,579,842,970690,22.868,        0.093
