t,i,j,k,v,q
2022,76,36,970610,12.121,           NA
2022,76,40,970690,0.135,        0.011
2022,76,44,970690,0.203,        0.720
2022,76,124,970610,4.719,           NA
2022,76,152,970690,0.317,        0.002
2022,76,156,970690,0.199,        1.080
2022,76,251,970610,878.372,        0.021
2022,76,251,970690,5.119,        0.365
2022,76,276,970690,40.901,        0.147
2022,76,344,970610,0.006,        0.001
2022,76,344,970690,1.452,        7.110
2022,76,372,970690,1.056,        0.024
2022,76,470,970610,0.055,        0.006
2022,76,470,970690,0.167,        0.370
2022,76,579,970610,1.348,        0.001
2022,76,584,970690,1.808,        3.508
2022,76,591,970610,0.043,        0.004
2022,76,591,970690,2.99,        7.831
2022,76,608,970690,0.06,        0.015
2022,76,620,970690,1.843,        0.156
2022,76,702,970610,0.058,        0.006
2022,76,702,970690,0.477,        0.752
2022,76,757,970610,0.856,        0.002
2022,76,757,970690,0.964,        0.020
2022,76,826,970610,3.985,        0.204
2022,76,826,970690,36.695,        1.414
2022,76,842,970610,13.641,        0.075
2022,76,842,970690,68.917,        0.309
