t,i,j,k,v,q
2022,40,724,970610,6.31,        0.018
2022,124,724,970610,4.289,        0.028
2022,156,724,970610,3.224,        0.027
2022,180,724,970610,8.03,        0.003
2022,203,724,970610,0.554,        0.001
2022,251,724,970610,227.176,       22.118
2022,276,724,970610,124.289,        0.112
2022,364,724,970610,0.645,        0.001
2022,376,724,970610,0.494,        0.001
2022,380,724,970610,60.687,        0.054
2022,392,724,970610,655.58,        0.032
2022,528,724,970610,1.143,        0.335
2022,704,724,970610,6.58,        0.223
2022,757,724,970610,529.643,        0.065
2022,792,724,970610,2.746,        0.001
2022,818,724,970610,16.845,        0.081
2022,826,724,970610,1044.3,        1.160
2022,842,724,970610,2248.377,        0.105
