t,i,j,k,v,q
2022,40,203,970610,7.702,        0.018
2022,124,203,970610,0.637,        0.002
2022,156,203,970610,1.773,        0.001
2022,251,203,970610,5.689,        0.016
2022,276,203,970610,73.332,        0.112
2022,380,203,970610,51.966,        0.052
2022,392,203,970610,23.388,        0.015
2022,410,203,970610,6.105,        0.001
2022,528,203,970610,0.009,           NA
2022,704,203,970610,0.302,        0.002
2022,757,203,970610,5.976,        0.002
2022,826,203,970610,138.919,        0.325
2022,842,203,970610,188.192,        0.049
