t,i,j,k,v,q
2022,40,410,970610,1.028,        0.004
2022,56,410,970610,11.427,        0.012
2022,156,410,970610,1.359,        0.066
2022,203,410,970610,0.75,           NA
2022,251,410,970610,131.953,        0.056
2022,276,410,970610,63.168,        0.002
2022,376,410,970610,3.081,        0.006
2022,380,410,970610,1049.979,        0.052
2022,392,410,970610,181.171,        0.935
2022,484,410,970610,0.172,        0.030
2022,528,410,970610,13.358,        0.025
2022,704,410,970610,2.179,        0.003
2022,752,410,970610,0.099,        0.001
2022,764,410,970610,0.491,        0.001
2022,818,410,970610,339.785,        0.006
2022,826,410,970610,1853.588,        0.202
2022,842,410,970610,1007.219,        0.273
