t,i,j,k,v,q
2022,40,376,970610,56.432,        0.002
2022,56,376,970610,48.595,        0.428
2022,203,376,970610,1.987,           NA
2022,208,376,970610,0.986,           NA
2022,251,376,970610,13.0,           NA
2022,276,376,970610,468.187,        0.189
2022,344,376,970610,19.039,           NA
2022,380,376,970610,1.158,        0.002
2022,528,376,970610,9.846,           NA
2022,699,376,970610,10051.406,           NA
2022,724,376,970610,4.926,        0.007
2022,752,376,970610,0.989,        0.005
2022,757,376,970610,17.0,           NA
2022,764,376,970610,16.26,           NA
2022,826,376,970610,128.304,        0.076
2022,842,376,970610,1049.878,        0.058
